text,tag
 ab petrol rate badh gya toh photos hatwa rahe hai mudiji by the help eci ,CAG
 ab petrol pump par roz kisko gaali doge ,OAG
 lo ab aam admi ka petrol bhi bharaye aur bhadas bhi na nikal paye ye to mental torture hai ,CAG
 petrol fir bhi litre hi ,NAG
 lagta hai price for badney wale hai ,NAG
 ab public unka muskurata chehra dekhkar maa behen ko yaad nahi kar sad  ,CAG
 good decision replace karke nehru ka pic lagana chahiye taki logonko lage ki nehru hi wajah hai price hike ki ,CAG
 yayathipuru ko hota toh cut out bhi lagwate rs ka hai issliye hatwa do ,CAG
 yayathipuru is this his jo galat aur bura ho raha jinke unke photo saamne ho toh a ,NAG
 ye dekhiye maine kush din pehle hi request ki thi humare fenku pm saab se ke sir daam to aap kam kar nahi ,OAG
 yeh sirf isiliye hora hai qke meme material ban gaya hai poster modiji ka petrol pump wala ,CAG
 haa sir ab nuksaan hone laga hai na chehre ka ,NAG
 dono side ke log khush ,NAG
 memes banne lage hai abhi warna pahle kisi election mein toh ye nahi hua tha lol ,CAG
 2 baar elect ho liye ab hosh aa rha inhe ,CAG
 modiji thinking aisa phle hota to kar deta beygb1f774  ,NAG
 aaj hi kaise jaag gaya ecisveep what a ,CAG
 sara garbage space par hi bhejoge kya ,OAG
 nahiiiii eci aisa kaise kar sakti hamare pm ji ki picture to antariksha tak me phi ,NAG
 modiji ne hi bola hoga ki hatwa do ab promotion se jyada sharmindagi ho rahi h ,CAG
 langamahesh bhayyaji sahi bole darpok hai kada nahin ho payega janta ke saamne prophetic rg ,OAG
 haryana sarkar pvt naukariyo mein arakshan de rahi hai kendra mein apki sarkar sab sarkari company be ,CAG
 congress aayegi to tumhare bachcho ke ghar me chaapa maaregi wait karo ,CAG
 haan paramgyaani sab advice tumse hee lena chahiye na harr maamle mein ,CAG
 to kya kare prabhuji china to wase bhi hamare radar se bahar hai hamare radar me pakistan hai or kuchh ,CAG
 chaina ne virus vaccine hi samana kar aap pm banane ka sapana chhod ,OAG
 apne to kaha tha ki china ko koi damage nhi hua pagal admi ek baat pe tiko jiska baat ka value nhi wa ,OAG
 isse rajyasabha bhej do sab theek ho jayega chinese ,NAG
" barabar, aapke hisaab se humko border pe holi ki pichkari aur paani bhare gubbaro se ldna chiye taaki who ",OAG
 duggal ji aaj defence expert hai arey ye thaali ke bengan hai ghaat ghaat ka pani pee chuke hai rajya ,OAG
 haan tera aur suara ka rate to wahi hai kashyap aur ghapsee ke liye tweet karne ke liye ja us rupees se ganja maar ,OAG
" kunal, modi ji ko joke maar maar ke maar de ",NAG
 unki bhi salary nahi hue private job jo karte ,CAG
 tu chitya hai ek number ,OAG
 diwalo ke andar chupaya hoga kala dhan to pillow ke niche kaha se mile ,OAG
 bhai kahin kulfi ya chocobar khila ke rupees to nhi diye ,CAG
 it team ko koi kam nai hai kya bhikhario k ghar pe jaa k raid kar ,OAG
 unke ghar aise chhapa aaj nahi to kal marvane hi vale the bas democracy hai to aap sach bolo chahe jo ,CAG
 sujji burnol laga le ,NAG
 soo mein tune apni gaand kya baat according to carryminati bhai logg mein bh ,OAG
 naseeb wale ho modi ki rkhe kamra tmhare karam to ese h ki johnny sins ki rkhna cahiye tha jo tmhari mar ,OAG
 kamra jiyada hoshiar nahi ban never know ki kal kya hoga anurag kashyap or tapsi pannu bhi bahut ku ,CAG
 ncb raid bhi ho sakti hai ,NAG
  bhau sri ga$mare aukat hai teri raid marwane ,OAG
 bhai ek standup show ho jae bahot time ho gaya please ,NAG
 wo oil ki bottle bhi leke aaye wo wapas le ,CAG
 burnol ke liye rakhe hain mere pappu ,CAG
 pricelesslazy lakh bhi rakha hoga ,CAG
 2 rupay kyun modriwalon se rupees ,OAG
 ka gupt bura mat deserve to tu bhi nahi karta aur photo agar mil ,OAG
 ghar ke neeche katora le ke baith ja roj dhai sau se jyada hi mil jayega kuch yearson ke baad tera ,OAG
 teri itni bhi aukaat nahi thik se dekh rahul baba ne rakha hoga tera night ,OAG
 tweets main andh bakth na kush lag rahe hai kuch na milne per bi ,CAG
 es post se sabit hota h ki aap kitne hutiya me ab samjhdar or educated log hain ,OAG
 itna bhikari hai tu acha tha comdeian tha tab kuch rupees toh the ab sale liberandu bane ke baad bhikari hogaya na ,OAG
" sir, wo chaye jarur qki chaye pe pyaar matlab desh pe pyaar ",NAG
 jyda rakh gaye rupye bante they mushkil se teri jaisi shakal ,OAG
 bhoshdike tera bhi number ayega ekdin kutto ki tarah teri pelai hogi ,OAG
 reality ka sath rahega to koi bhi kuch nahi ker sakta long live ,CAG
 teri aukat 5 rs ki bhi nahi he waise ,CAG
 jal di jake apna khas friend ko bachao bechara pe fansh gaye ,CAG
 jhak hi mara tha 150 rupees main to teri kuch aur mar ke gaye honge ,OAG
 petrol tank full karwa lia thaa kya jo raid pad gyi ,CAG
 thik se check karna jhakk hi mari hai ya kuch aur ,OAG
 takle pakka raid hi marli na dhai sau rupee aise hi nahi de jata koi ,OAG
 kya loge kaa?? mast zomato se coupon lagake full biryani bhi aa sakti ,NAG
 sach sach bata kya maarke chale dhai sau rupaye mein sabne maar  bete mauj kar tum toh heavy driver ho    ,OAG
 250 rupaye mein kamra marwata ,CAG
 acha hua dusro par comedy banata ho tum par bhan gayae ,CAG
 abe chutiye tu sapne dekh ki tere yaha raid maari haan modi ji maar jarur lenge teri ,OAG
 kunal kamra is so funny aur rw has desimojito and some lukhas like ,OAG
 it department walo ko kaise pata teri aukat ki hai barabar utne hi rakh ke chale gaye ,OAG
 modi ji ko ye bhi pata nahi hoga ki ye kavdi ka comedian he kon lekin kunal kamra to din me das ,CAG
 250 rupaye me tamtti kha le ,OAG
 modiji to tere dil me hi hai unki photo tujhe dene me koi matlab to nahi dikhta han ye to teri ,NAG
 bhai teri aukat pata thi sabko aur teri aukat ke anusar rupees diye hai naa kam naa jyada jaa ab biscuit le ke ,OAG
 achha hua modiji ki photo shashi tharoor ki nahi varna abhi tak tumari jhakk sujj ke balloon ban chuki ,OAG
 ab wo se apna ilaaz karwa lo sir ,CAG
 tu jitne ka hai utne rupee rakh ,CAG
 abey pillow kee neeche isse liye rakha ki tu dekar mutt maar sakhe ,OAG
 sabka number aayega jo bhi desh ke khilaaf ,CAG
 it dept aap ki aukat janti hai waise chhavani se jyada tumhari aukat nahi hai ,OAG
 arunsfan gandhi ke photo chap ne wale modi ke photo kyun rakhe ,CAG
 bhai vo anti romeo raid thi ,NAG
 250 rupees rate thoda jyada nhi hai tera ,CAG
 dildo bhi to mile the bosdk jo tu roj pichawade me leta he ,OAG
 tumhara kya aukad bhai ki it department raid kare khud ko to tum tees maar khan samajh baithe ho kya ,OAG
 je ajjy akshy shety ke ghr nai rad marre ge kyu apko pta hi hai ,CAG
 aek hi to kaam kiya photoshoot!  ,NAG
 yeh babu petrol ka nasha kar sakta hai kyu ki yeh gufa ki aulaad hai aur uska maa baba log se chudwakar rupees lekar aati ,OAG
 dhai sau rupee k ho ,NAG
 komedi ho gaya maast bilkul chup ,CAG
 bro jab humor karne aata nahi hainto try bhi mat kar kyun apni izzat neelaam kar raha hai waise bhi t ,OAG
 andhbhakto ki sena mai it department bhi shamil ho gaya ,OAG
 250rs bhai party kab de rahe rupees wale hogye tum toh chicha ,OAG
 apni apni aukat ki baat hai modi ji ka photo isliye rakha ki tu unke name pe bheek mang sake ,OAG
 ye galat hua aadmi aur rupees sirf agli baar opposition se marwaiyo ticket ke rupees to mil hi jayenge ,CAG
 to phir uss dhaiso rupaye se abb kya soch raha hai ki tu harshad mehta banega scam kunal bandra ,CAG
 dhai sau rupee k ho ,CAG
 dhyaan se dekh chutiye tere baap ka photo hoga ,OAG
 sharm nahin aati rs mein marwate ,CAG
 rakhna toh chahte the par pata nahi kis baat ke kaat liye unne incometaxindia sahi bola na ,CAG
" loveday, rupay bheek di thi ",OAG
 tu tension na tere ghar waise bhi kuch nahi hai joh unnhe milega ,CAG
 tumhara khazana kamra main kahin aur chipa raut papa ke angle main jaldi beta sab aa jega ,CAG
 modi ke sath teri maa ke photo  ,OAG
 tumhara bakchodi khatam hua bloody liberals ,OAG
 kunal ke kamra me raid hua aur kuchh nahi mila bahut ghatiya faticher nikla fir pata chala iska fina ,OAG
" it dept kis ne banaya lalquila,qutub tajmahal, gumbad desh bhar main banyayehai briti ",CAG
 abe ujde chaman takle teri aukaat rs ki bhi nhi hai kyun ki tu rs people hai rs tere aukaat se jyada ho ,OAG
 itna time waste kiya tere sapnomei it dept kya gali ke kutte bhi nahi buokenge tere ghar ke ,OAG
 waah apna rate bhi bata diya 150 rs mein maarne deta hai ,CAG
 terey baap ka photo rakh ke gaye toh isme rona kya or rupees or kama modi ji ka name hi kafi hai ,OAG
 raid ho na bhikharion ki aukat to khud bhikhari achhi tarah jaanta hai ,OAG
 tujh jaise day ke liye itna bahut ,CAG
 arrre arre tho phir babur thera sapnon mein aake kuch kaha hoga waise thera life upar ludaktha r ,OAG
 abe jhandu wo it dept walee nehin the kal jiisska sukaranu tum ne apne ander liya ussi ne ,OAG
 abhi tho aur photo rakh ke aagli bar aaye tho thuje leke jayenge aur free ka khana khilange ,CAG
 taxchor terminator flop idea ,OAG
 bhai kab tak modi k share joke kar k suffer karte raho to new line without using modi n ,CAG
 beta tum abhi itne bde nhi hue ho ki it department raid kare tumhare aukat ke anusar sach tumhare pil ,OAG
 lagta hai andhe bhakt aur wale mazdoor din rat ke tweets ka hi wait karte rah ,CAG
 is joke ke liye to koi tujhe rupees nahi dega ,CAG
 teri maa le dhande ka to nahin pata usme saara cash transaction hota ,OAG
 teri aaukad hi nahi hai it raid ke liye ke chande pe tho jee raha hai tu traffic signal k ,OAG
 bhai aukad dekhake to tweet kare ,OAG
 hoshiyaar photo mai kuch hosaktha hai ,CAG
 50 rs overacting ke bhi katne chahiye the wese bhi mithai ki rate hi h ,CAG
 kukarm 2 kaudi ke saitan enjoy those ,OAG
 tu kucch offer karta to panch sau aur yogiji ki photo chhod ke jaate ,CAG
 bhai arnab wale controversy se pehle jhaant tujhe koi jaanta ta tha ,OAG
 de it department bhi teri aukaat jaanta hai aage toh tu samaj hi gaya hoga ,OAG
 hahaha wo dhai sau rupayee demonetization ke pehle wale hai ,NAG
 it walo ne aaj mere ghr pe bhi raid mara fir ham or wo dono mil ke rupees dhundhne lage mile pr ,NAG
 actually raid inhe years pehle marni chahiye thi tumhare baap ke ghar pe aur uske takiye ke nich ,OAG
 acha to liberals ki language me use tum log kahte 6 ghante k liye kuch kam rate nhi lagaya apne ka?  ,CAG
 aukaad anusaar hi rupees diye gye hain ,OAG
 this is new india char mein ghus ke marenge china se baat chit chalu hai koi aya nahi goi gaya nahi ,OAG
 aap is liye bach gaye kyunki jo aapne amit shah ki pic ke aage chillar chadayi thi poore reupay ,OAG
 acchi baat hai na raid credit bhi mili aur pakde bhi nahi gaye aur kya ,CAG
 bhai tere ghar mei it dept raid kare wohi tere lie garv ki baat honi chahiye ki unhone tujhe iss layak samjha ,OAG
 6 ghante raid karne ke baad bhi unko teri credibility kahi nahi mili ,CAG
 good aukaat abh se bhadkar hogayee hai teri ,OAG
 meanwhile modi ji aashole poribortan ki raah pe ek aur   ,OAG
 teri aukaat ke hisaab se jyada rupees rakh kar chale gaye ,OAG
 chal at last tujhe apni aukaat toh samajh mein ,OAG
 gift me modi ji ke muh me kuchh de diye hote jaise ,CAG
 6 ghante jhakk maarne ka rate thoda kam nai hai   ,OAG
 dhai sau ka dhai liter petrol aata hai bhai yahi yaad dila rahe honge ,NAG
 tere ghar police raid marne naa aye aayega bhi to sirf jokes on modi ki books ,CAG
 dekh kuch seekh bheekh de gaye tereko aaj subah ki shift miss hui hogi na teri unki wajah se ,OAG
 woh tujhe yaad dilane aaye the tera baap kaun waise bhi tere jaise sadakchhap ke ghar raid maarne ka kya ,OAG
 chalo finally you realised ki tumhari aukat dhai sau rupai ki hi hai der aaye durust ,OAG
 100 rupees ke joke me bhi modi ka name agaya modi ke uper joke thoda or sasta hona chahiye ,CAG
 aur yeh gift kitne karodonka bhai hmoindia fmoindia fh2fv5jvqq  ,NAG
 shukar hua teri foto rkh ke nhi gye jeete ji mar jaata ,CAG
 sir itne paiso ka kya karoge thode hume bhi dedo petrol or gas dalane h ,NAG
 sukhar hai tere piloow ke nicche modi ji ka photo rakha mera nahi rakha kyun ke usmein tera ammi ki h ,CAG
 time sb kaa aataa aaj unka hae kl kisi or kaa hoga ,NAG
 dhai so ruppee dene ke liye jhak to nahi maara unhone kuch aur maar gaye bhai check kar lena it ,CAG
 bhai ek banda bardasht nahi hota kahi pillow ke niche rakhne se double na ho jaye ,CAG
 maarke bhi gaye aur rupees bhi le gaye ,CAG
 to pooja kar us photo ,NAG
 ohh yes the saviour arrived ab ye isme v modiji inhe hagne k liye v modiji ko yaad karn ,OAG
 indigo ka ticket bhi rakh ke chale jate ,CAG
 photo ko roz dekha karo beta shayad akal aajao ,OAG
" it ed, mere pass carodon aate vakt rupay leke ana trimmer ke vaste daadi badrela ",CAG
 raid marne aye or red karke gaye ,OAG
 tera bhi time aayega bubhx0ui7a  ,CAG
 4 aandbhakto ko khana khila ke 2rs baant do kirpaa wahi atki hai tumhaari ,OAG
 incometaxraid incometaxindia income tax department ,NAG
 gas bhi mag ,CAG
 tumhara aukat hi dhai sau rupayee ki hai aur modiji ka photo isliye rakha ki tum samjo izzat se zin ,OAG
 ye joke tha tu bhai kabhi comedy kar hi nahi sakta modi hai mauka lijiye issi me teri aadhi ,CAG
 jo unhone mara na tera ise jhakk nhi kehte rs jyada hi de doye vaise tujhe hai to tu do kaudi ,OAG
 tere takiye ke neeche kabhi bhi kisi nationalist ka tasveer ho hi nahi sakta aur tera aukat sirf rs ka hi ,OAG
 ab rupaye ki tweet karega to bhikhari hi rahega ,OAG
 matlab tumhara rate chal raha hai aur usko jhakk nahi ,OAG
 bro petrol bharwane ke kaam aayenge ,NAG
 teri aukat se jyada hi rakhdiye it walo ne ,OAG
 ek manrega majdoor ke yaha bhi ed wale chhapa mare the ,CAG
 chalo acha hua k tmko kuch prapt toh hua is bhikhari k life main kush raho agahe kya pata kya kya dekhne ko ,OAG
 250 rupaye jyada nahin de diye tere ko badike teri to life ban gayi bosrike aaj ,OAG
 so uska codeword jhakk hai ,OAG
 tere baap ki photo rak ke gaye thank you bol de it walon ko dhai so rupaye terri amma ka pension ,OAG
 woh sab chodd yeh soch ab tu udhar kissey mangega cigarette ke liye woh dono to tuhse bhi badey bhikari ho gaye ,OAG
 abe tuchiye vo rs ki burnol khareed le or modi ji ko yaad karta reh ,OAG
 hassi toh bilkul nahi phirse try phirse ,CAG
 kitni besharmi ho gattr ke criminal ko bhi support karta aagr tu clean hai toh itni roo ,OAG
 oye takle chashmeesh shakal dekh apni the mirror m apne ghatiya dosto k ,OAG
 bhaag tera time aa ,CAG
 zyada rakh diye waise teri aukat chavanni se zyada nahi ab wo market mein milti bhi jaise tu useless waise chavanni ,OAG
 dirty politics arnab ne lakhon rupey ki rishwat di trp ghotale me par kabhi uske ghar it walon ne ,OAG
 tweet karne ke baad reply bhi par liya kar pata chal jayega tere sense of humour ka value ,CAG
 ye ka combination samaj nahi ayaa photo ki baat to samaj ,NAG
 tere hisab se wo rupees bhi zada h 50 rupiye kaat de usme se chadarmod ,OAG
 jhopdi ke rupiya aur rupees ki aukad baate dhai sau ki karra ,OAG
 dahi sau rupees tak to theek hai lekin photo ka kiya karoge samjh me nahi aaya ,NAG
 apne muh bole baap ko it wala bata raha hai ,OAG
 or kuch nahi diye raat ko raid karte tuh or kuch de kar jahte meetai ,CAG
 jhakk or time ke beech pillow kahan se oh haa ,CAG
 bam diggy bum bum tumhara rate rs kuch badhake nahi bta ,OAG
 wo it wale pest control wale tumhare jaise khatarnaak pest dekh kar bichare darr gaye ho ,OAG
 jo bachna chahte hain raid se jai shree ram bol do ,NAG
 chutiye raid nhi gaand mari hogi teri isiliye dekar gye tujhe ,OAG
 people looking at him after his sewage post hutiye kabhi toh dhang ki baat kar liya kar bhanware iaj4q9jzuj  ,OAG
 disgusting jab mein hi kaam ho sakta tha to aise rupees waste karne ki jaroorat nahi ,OAG
 sambhal ke rakhlo petrol ke liyeh kaam ,NAG
 vaccine ke liye rakh kar gaye honge lagwa lo abhi ,NAG
 dhaai rupay ki aukaad vaale ko koi dhaai sau kaise de ,OAG
 jis din ambani adaani ke raid pdi naa mauj ho jayygi ,NAG
 teri aukat ke hisab se wahi theek baaki rahi  aur ki baat to already ,OAG
 bikarammurmu12 it department bhikariyo ghar bhi raid karti ya asli baap ka photo rakhne aayi thi ,OAG
 koi aur honge it department waley tere ko rs se jyada nahin denge ,CAG
 rupees nahi hai ,NAG
 pillow ke andar jo bhara tha wo next visit mein le jayenge just wait aapke din ladne wale hai ra ,CAG
 had hai bhai teri mere ghar pe bhi raid dalva de maine subeh padosi se rs udhar ,OAG
 chalo kisi ko to lakh ke kishte aane chalu ,CAG
 it department bhikari ke pas nahi jate tum safe ,OAG
 mere ghar bhi roz it se chapa lagwa do daily ki rs ho jayenge kam se kam kuch toh income hog ,CAG
 bc teri rs ki aukat hai ye it walo ko bhi pata hai koi puch nahi raha to khud jhak mara ke tweet kar raha hai ,OAG
 tere baap ko toh bhot bura laga ho ki koi tere dushre baap ki pic rakh kar chale gya ,OAG
 chalo vese bhi comedy aati nhi thi modi ji ki vajah se vo bhi nhi karr paaye and abb berozgaar kar ,CAG
 6 ghante tak maarne ke baad pillow ke neeche dhai sau rupayee aur modi ji ki photo itne kam rupees ,CAG
 kamedy aachi karte hai aap ,NAG
 bsdk it department walo ne jhakk nahi teri mari hogi aur jo dhai sau rupaye rakhe woh teri ,OAG
 paison ko hanth nahin lagana nahi to firse it raid pad aur modi ke photo ki gobar aur gaumutr ,OAG
 tere baap ko teri maa pr shaq hua hoga ki beta kounse baap ka photo ,OAG
 chal teri salary to mil gayi tujhe ,CAG
 note par akshay kumar ki photo to nahi ,NAG
 it department ke itne bude din nahi aaye ki tumhare jaise chauwanni ke yehan raid ,OAG
 now we know your even it wale bhi tujh par taras aagaya ,CAG
 kagaz dikhaye honge isiliye rupaye diye unhone modi ji ki photo isiliye di kyunki sabka sath sabka vikas ,CAG
 bhai it waalo sharam karo maarne ke to dete iis se mahange to uske show ke ticket bik jaate h ,CAG
 250 rupaye teri to zindgi bhar ki kamai aa gai ,CAG
 bhai tere b standup jhakk marane wale hi hote h khair rupey se jyada ka to tera joke b na hota h ,OAG
 bhai aukat jitne ki ho utne hi rupees milenge stand up comedy k name pe to tu sirf stand up hi hot ,OAG
 iske muhko it raid hua sapne mei aur daar dekho sapne mei bhi it and modiji dekhre usko bed kitna g ,CAG
 bhai mujhe aap ek baat bataen cricket mein aap pahle aaye hain ya shahid khan afridi bhi please mujhe jawa ,NAG
 aaj shaheen shah afridi ne apne oqaat dekha dy muhammad aamir sa misbehave kar k shaheen beta jub tum ,CAG
 asalam o alaikum to all friends i m jobless person so buray waqt or halat se guzar raha ho ,NAG
 ap kise support karte shoai ,NAG
 amir ny dubaya hai karachi k no doubt acha khala amir ny lakin phir ,CAG
 jani easy la raha tha ,NAG
 i hate amitabh bachchan mere twitter mein kaise dikhayen yeah buddha din ki sari ki sari taliyon mein c ,OAG
 tu idhar udhar ki na baat ye bata ki aaj petrol ka kya bhav ,CAG
 sahab mahakal k mandir jaane k liye gaadi mai petrol bharaye hai yaa fir gai mutra pe gaadi chal rahi ,OAG
 sir ko ab pta chal gya h duniya me kuch ni h to dhyaan bhakti ki traf kar liya jo paap kiye h bjp k liye ,CAG
 sirji budhape me sambhalo khudko satiya gaye ho aap maal to sabla khaya jisne inka movie dekha aur chatna sirf feku ka ,OAG
 kissano par kab muh khologe sir ye haldi bhi kissan hi upjata he tabhi bhagwaan siva par laga he ,NAG
 sankant me h antim saanse lerahi h petrol ki price muh ,NAG
 naastik movie ke gatiya dialogue aaj khush toh bahut honge na tum ki galati ko sudhaarte huye big  ,OAG
 sir ji shwlin asl me he kya kuch btana pasad karoge ,NAG
 jai mahakaal sir je sir mei aap ki bahut bari fan hoo sir je get well soon ,NAG
 ha sir ye parwati ki tapsya ka fal tha ,NAG
 dhanyabad sir ji darshan karwa dia kaha ki hai tasveer ,NAG
 ab to kuch boldo sir lakho chahane wale hai sir aapke dariye mat hum hai aapke sath ,NAG
 sahajaafq pahele aap ye bataiye aapka tweet number to sahi hai badi dikkat hoti hai sahab jab twe ,NAG
 ye haldi ke baad ka ujjain ke raja jalo ke kal mahakal har har mahadev mahadev karipa kare justise to ,NAG
 manana parega aapko idhar udhar ki post k liye bahut time hai aapke paas par kabhi ek tweet farmerso ke ,CAG
 sir photo may kisi ko phantasy h ocumfbqbde  ,NAG
 sir patrol par bhi kuch bol ,CAG
 aacha hum ko to pta hi nahi tha ohh aacha hua aapne bata diya sab hi aap hi bata do corona ke baare me bhi sa ,NAG
 om namah shivaya jo aashtha rakhte o hi tweet kare maryadha n laghe ,NAG
 jadugar movie me tumne bhagwan ki chchai ko dinaya hai or tum h inke piche bhag rhe ,CAG
 g sab ko pata hai success allah hi detai ,NAG
 shaheen be like abhe or practice ki zaroorat hai ydnuoeqocm  ,NAG
 allah apko or kamyab kare bs ek kam karna jitne bhi mom 50 thousand per mom mere account me bhejna ,NAG
 agar app is yaqeen k saath amal kertay or khailtay rahingay to allah swt app ko bohat aala muouqaam p ,NAG
 mashallah ap bohat acha khelte hai bhai i love you mere ak hai wish hai wo hai ap se ,NAG
 babar bhai apne bhut achi betting ,NAG
 babar saab mehnat or koshish insane karta hai kamyabi tu allah hi ata karta ,NAG
 eda sirf muttr blan deyaa england issko balls nazr ni ani phr bold ho kar pechy b nhi dekhty ,NAG
 inshallah bhai is pls me caroge  ,NAG
 aaj sahi khelay ho keep it up love from kashmir ,NAG
sale chinese vivo ka advertisement karta ,OAG
suna hai vai ka ho gela hai i g pe vai party to banta hai ,NAG
circle ke bare mein sar bata do mujhe test ki team banani hai bata doge to bahut karipa hogi ,NAG
bol bhai rohit sharma tera o d i ricord tod dega i mean tanking to eske liye tumne rohit ko o d i se baha ,CAG
deshbhakt baniye sir vivo ka phone ka prachar mat kijiye nahi to china chale ,CAG
ranveer kapoor aur sara ali khan kare to aur virat bhai kare to unka character dhila ,NAG
guru vivo ki branding bhi karli ur photo bhi share kar ,NAG
virat bhaiya vivo to chinese hai aatmanirbhar india ka kya hua ohooo ab to log librandu or deshdrohi bolenge ,OAG
teri body to bani chuha lagta hai aaj ,CAG
ya hi phone mere pas ,NAG
aap jese log chup hai desh ka yuva kese se umeed karega sir aap be desh ki liye ,NAG
bhai iqoo se seedha vivo ,NAG
right waala jonny sins ka bhai lag raha hai ,NAG
bhai thode run bhi maar lo ab to padosi troll karne lag gaye hain humhe ,CAG
ap vivo mobile use karte hai ,NAG
sir aap log garib ki baat kaise sunte hain bata dijiye aapse usi tarah kaha jayega sir hum seriously pro ,NAG
vivo wale ne kitna pay kiya hoga ,NAG
bhai vivo ka water mark to hatha ,CAG
sir ya apne kisse follow kiya hai kholjxbbni  ,NAG
abhi years aur khelna ,NAG
aur kitna humse wait karwayega maar ,NAG
fifa mein kaun jeet raha hai aaj ,NAG
are bhai kabhi to koi bina sponsor wala tweet kar ,NAG
century banani hai agle match yaad hai ,NAG
name to batao inka virat bhai ,NAG
ye ta vivo ka ad hai jwo6padt0r  ,NAG
bc ye vocal for local ka gyaan pelate hain viva wale bhai saa ,OAG
bhai aap to thik ho lekin aapke sare fans chand hai bc itne bade nalle hai ki bemtlb me pange lega ,CAG
century kab ayegi virat bhai ,NAG
ee years cup namede bubonfw2tt  ,NAG
waah kya brand plugin kiya ,NAG
virat bhai delete dubara upload kar le tujhe chinese agent bnaa ke troll karenge ab vivo ka phone ,CAG
virat sir kuldeep ko khilaa rahe ho test mein aisa sunne mein aaya hai badhiya decision ,NAG
apne fans ko gyan do ,NAG
cheeku bhai devdutt paddikal ka bat ladka har din aaye gaye hundred maar raha hai ,NAG
sidha bol de na bhai vivo ka add kar rha hai ,CAG
sir my name is harish joshi from uttarakhand bageshwar sir m bed karna chahta hu sir m poor family se ,NAG
bhai ye pant aur shirt kab change karoge ,NAG
honeymoon me photographer le k jate ho kya ,NAG
wah kya scene hai ,NAG
cha gaye yuzi paaji supab pic bro ,NAG
k niche rupees dba k rkhe h nikaal lo bhai ,CAG
jaldi ghar aaja match khelna ,NAG
bade w ke niche cr rupe he uz bhaiyaaa ko pata chal ,CAG
full romanticbaazi yuzi bhaiya ,NAG
ke niche gadhha karo khazana chhupa h thanks me later ,NAG
yuzi yeh khali ka shoes kyu pehna hai aapne ,NAG
bhai thoda edit kum kiya karo ,CAG
bhai saamne  w  hai uske neeche crore honge ,NAG
boodon wale shoes kyon pahane ho chahal ,CAG
bhai kuch kha bhi liya kar nayi shaadi ke baad extra perform karna padta hai sirf spi ,NAG
boot apne se bi bahde pehan liye tune chal koi na enjoy ,NAG
sir wo bade se w ke neeche crores rupee hai lelo ,NAG
pawri ho rhi ,NAG
bhai wo samne wale w ke niche crore chupaye hue ,NAG
chutiyon jaisi dress pahn lee pahle se hi bahut body builder ,OAG
bhai ye pant aur shirt kab change karoge ,NAG
honeymoon me photographer le k jate ho kya ,NAG
wah kya scene hai ,NAG
cha gaye yuzi paaji supab pic bro ,NAG
k niche rupees dba k rkhe h nikaal lo bhai ,NAG
jaldi ghar aaja match khelna ,NAG
bade w ke niche cr rupe he uz bhaiyaaa ko pata chal ,NAG
  rishab sir mene kuch saval puche apse uska reply do ,CAG
  wah guru ji maaj kardi england ki baza ke lfmpvtpde6  ,NAG
  sahi hai abhi to agle test me england ke bowllero ko peetna ,NAG
  keeping ki bhi practice kar liye kar kabhi ,NAG
  sir good but one question to you jo tumhare samne playt me rakha hai na o farmers ki mehant se ,NAG
 _soni01  farmers majdoor ekta zindabad ,NAG
  bill tumne hi bhara na bhai dekh nahi toh firse problem hojayenga ,NAG
  hey rishab ho gaya na sab easy ab mehnat aur kerni hai chote bhai keeping se bhi ,NAG
  lagta hai aajju bhai ko ab sirf wicket ki bhook hai ,NAG
  bhaiyya phle tweet kar k delete kyu kar diya mera like tha ,NAG
bhandarkar has such allegation much before me too campaign ,NAG
dekho anurag pe me too laga tha is kya matlab tum apne maase kuch bhi bologo direct rape tak pagal ,OAG
koo walo ne application accept nahi ki ya wahan koi bhaw nahi de abhi tak yahi ho thook k chaa ,CAG
ab sabko samajh aaya bechari kangana kyun din raat goverment ki chaaploosi karti nahi karegi to ,OAG
what abt u when u did queen with same phantom dimag tilandi me chala gaya thaa yaa abhi chala gaya ,CAG
shut up sarkar ki ,CAG
up jo rape capital ban chuka hai uspe aap ke muh kyu nehi malik ne mana kia hoga ,OAG
shri drharshvardhan ji se otvnews vedio confrence ke madhyam se jude log smt jagipanda ,NAG
kahin ye phantom walon k liye shikar laane ka kaam  aur reallyswara toh nahi big question ,NAG
up mai bhi to women harassment ho rahi hai khbhi waha ke liye bhi tweet kar do ,NAG
jio kangu yearse ye yaho deserve karte hain bund maar do ,OAG
said in manusmriti s4avv4cvyc  ,NAG
karma is ok but kamra name ka kutta pagal ho gya ,OAG
sach me kya gandagi faila rakha hai is desh me jail me ,OAG
shushant ka huya kuch advertisement ki bhootni kam bana ,OAG
sach mein tu bhut besharm aurat hai chamchi bjp ki itni gaaliya khati hai itni bejti karvakar fir tweet kaise kar leti hai ,OAG
vo aapki tarh modi ke chamche nahi he isliye inquiry ho rahi he nahi to aphile aapko aandar dala jata ,OAG
ye bahi hain kya jo hme bolti h hm layk nhi h job ke aurat ko nhi pta bar psc ,OAG
ye  social media ki devi maa hai aur jagat arthshastra isko best desh bhakt twitter award mil ,OAG
is jahil aurat ne har time hindu muslim karte ,OAG
they are paid workers against to modi government ,NAG
tera bhi nambar ayega nashedi ,OAG
