text	tag
Are ijreal se sikho kuch ,kitna chhota country hai ,fir v all world khof khata h usse ,uske bare mai pta h sbko	CAG
Are inko ghus ke maro aur itna maro ki kabhi sir na utha sake	OAG
Ye neta log kab tak hamare desh ko loot te rahenge	OAG
Ham kab tak intzaar karen ge. Modiji jaldi kutch kariey.	CAG
Kya bat h.bjp wala kare to hony trape .or dusra kare to rape .wow	CAG
Tb apni maa betiyo ko jhak mrane ke liye bbejte ho Bollywood me	OAG
Pakistan \U0001f1f5\U0001f1f0 Indian ki gand mar raha hai Aur benchod Bjp baate chod rahi hai.	OAG
Jitne bhi mulle yaha virodh kar rahe hai mai sirf ek baat kahunga unse ki jis India me rehkar vo ek behtar sukhi jivan jee rahe hai kya ESA life kisi bhi dusre Islamic countries me jee sakte hai kya are ab tak kisi missile ya atankwadi hamle me mare ja chuke hote	CAG
aatanki or naksali hamale ke baad man karata he pradhanmantri or grahamantri ke liye chudiyaan bhej don -   \u2013smriti irani ( 2013-14)	CAG
Ab inki maa bhen ko neghaa kr k road p chod do pakistaniyo ko Inki maa ka bhosda	OAG
jaise ko taisa jaisi niti se jabaab dena chahie pakistan hamaara 1 sir kaate badale main hame 10 sir kaatane chahie or turant jalsandhi ko nirast karnaa chahie	CAG
Kb tk hmare bhadur Jawan shaeed hote rhege 56 ich ka seena kha gya sirfhwai baate thi	OAG
media debet me 5 ,7 logo ko bula ke pakistan ko gher ke maaraa  jaye	CAG
ham sirf phase book par lard sakate he isse netao kii ankhe nahi khulengi phogiyon ke haath in netaaon ne baandh rakhe he	CAG
Pappu Modi uncle.  Aab kdi ninda krne ka time aa gya hai	CAG
modi ore kar bhi kya saktaa he  bayaan dene ke	OAG
poore india ko eak sath milker central government ko batadena chahiya k hum aap k sath hai maro sale pakistan ko. But mujha lagta hai k hamari tayari nahi hai ya. hum saksham nahi k pakistan k sath war ker sake. kyo harbar kamjor hote hai.	OAG
Agar modi se desh nahi sambhalta to apne pad se isthifa de de ya phir mere jawano ko pakistanio ko marne ki choot de de to hum pakistan aur atankwadio ka ilaaz karke dikha denge	OAG
Hahahaha rape ki paidawar dna check kro rapistan ki ho k pakistan ki	OAG
((** kahi na jaye, samay kharaab na kare,ek phone karo ghar baithe 9 ghanto main samaadhaan , manachaahi lav marij, sautan /dusman chhutkaaraa,karj,nokari,santanheenata,beemaari,modelling,nokari,bijnes ,factory loss***)) w(hatsapp ))no. \U0001f490\U0001f490+91-8968848458\U0001f490\U0001f490	NAG
Sri Lanka Ne 7 Caches Chod Di Iska Matlab Samjh Jao Bharat Wasiyo	CAG
Mantri ji kari sabdo m ninda karenge... Our ky kar sakta H...	CAG
Bharat kb tk bolta hi rahega, kuch karega nhi kya	CAG
Ab to jawab dedo modi ji pakistan ko uske hi bhasa me	CAG
Neta log order to de nhi sakte ladne ko.. Or tu un hrami netao ki tarafdari Kr RHA hai	CAG
India m karne or kathine m bahut fark ha. Aaj phir wahe rag ninda jawab denge ye sunne ke habit ho gay ha ab . Karte tu ho nahe Koch	CAG
56 INCH KI CHAATI SE 3 SAAL ME 3 INCH KI GOLI BHI NAHI NIKLE PAKISTAN KE LIYE	OAG
jai hind ! veergati praapt kar ve  amar ho gaye !	NAG
Pak jivan bhar nahi sudher sakta h,esi anya bali new generation aapne mind se sudhare gi	CAG
Hamen diffencive nahi aggressive bananaa padenga aur suruaat bluchistan se karni padengi, saan thikaane pe aa jayengi	CAG
modi ji jab gujarat ke mukhyamantri the tab har raily main kehete the ki congress kii sarkaar main hamaare jabaan sahid ho rahe ab bi je pi kii sarkaar he ab aap kuch nahin kar rahe hai	OAG
Sahab 1 ke badle 10 sir chahea 56 inch Kha gya bedesh Daoraa me	CAG
Rahul Singh Royal Ekta ki jarurat hai,,aur hum ekta chahte hai,,maga R JAIN, kahti hai musalman gaddar hai,,,jo hame gadar kahta hai khun khaul ta hai,,	OAG
Abp news ko Pakistan bejo ye sahi ko Mar dega  jai hind..	CAG
sale dusro k tukdo par palne wale bhadwe tu bol mat..beshrmo ki tarah sale rote ho aur muh utha k fr bolte v ho..sale sharm kar lo	OAG
Abp ye jo  bol rha  hai isse  border pr  jaanaa chahiye.... Bolne se nhi kaam chalegaa,,	CAG
bevakoof hindustani janata abhi kal kii hi baat he 25 siarpief javaanon ko naksalwadiyon ne maar diya...   kya ukhaad liya tumne naksaliyon kaa..?  agar pakistani phogiyon ne do phogiyon kaa sar kaat diya he to kya fark padataa he..?   vaise bhi to aam faujee khudakushi kar rahe hai naa roti milti he naa daal milti he naa chuttee milti he	CAG
Kiya karara jawab milega bina bulaye jaa ke Biryani kahoge tou aur kiya umeed rakhoge	CAG
maine pakistan kii har neuj sait chack kii he... ek par bhi aisi koi khabar nahin he!! ho hamaare do bhaiyon ko shahid kar diya ye khabar unki bhi har sait par he!! tumhen kitne paise milte he aisi jhuth failaane ke,,,,	OAG
Pak army ny india ma gus kr mara hy kia???? :-)	CAG
Not bandi se to atankwad naksalwad pattharwad ki kamar toot gai thi jai ho bhakto	CAG
Dalal media ase hi nahi 136 number pe aai h	OAG
pak ka Pani band kr dena chahia sala apne app khtm	OAG
Ha me ni video dekhi bechari daal pe lar rhy the	CAG
Ye kl humary Gernal qamr sb ne order diya th in hindo bnye ko maro r aaj hum ne maar bi diye he.ab hr roz maren ge hum	CAG
kabhi yah samachar kuny nahin aata he ki hamane kitne pakistani maare . kya ham shirf marane ke liye hi paidaa hue hai . rajnath ji \U0001f634\U0001f634\U0001f634	CAG
Chutiya bana kar vote liya.... Ab gaand mara rhe hain	OAG
Pak ko khatam Kar do desh ke bahadur jawano. Na rahega bas na bazegi basuri	CAG
Ek surgical strike kya kar diya. Up me Bade bade banner banwa kar vote maangna start kar diye. Sharam ki baat hai.Ab karo surgical strike kya hua.Aam baat kar diya hai seej fire or strike.Ab koi jawab nahi hai.planning bas planning	CAG
Sbse phle to sbhi netao k bacho ko border pr bej dena chahiye   Uske bad sabb thhik ho jayega	CAG
ji bharat karaara jabaab degaa ? bahut karaara. kuch log ghar ke angan se islamabad main ghus jate hai, pakistan main ghuskar maarenge, sarkaar unhen zyada nahin thode din ke liye je & ke/pakistan border par bhenj de, sunate hi ruh kaanp jaayegi. galaa faadane vaale kuch negative cament karen, sun len, do dashak pehle highly militant prone area (je&ke), said to be, main rah chukaa hoon.  had se baahar ? bhaashan/ jumala vaah re sarkaar.	CAG
Fack news hai yeh bhai fack news se baca kro	CAG
hamaara kun khol rahaa he  hamaara kun jal rahaa he  sainik mar rahe he  kendra sarkaar kuch nahi kar rahi  nikami he sarkaar	OAG
Love vashikaran specialist baba love problem solution Bengali baba +91-9636529917	NAG
Buss ab bahut huva mar do sale sab sale pakiyo ko	OAG
But abhi jo bhi hai phle badla lo 100 ko maaro fir inhe change krna	CAG
Ye ghaddar hai.  Bahaane dhoond raha hai bjp me join karne ke.	OAG
kush kro pakistan ka verna pirants appne baccho ko army me bharti band ker denge ager jwan marte rhenge	OAG
Hamesha k liye khatm kro.na rahe baans na baje baansri	CAG
he bhai dekhte jaao or dekhte aa rahe ha sargical strike ke baad 200 jawan sahid ho gaye ab or kya dikhaayegaa modi	OAG
Bahut khushi hoti agar Ye roket deli ya mumbai me daga hota Kyo ki hamari sarkar ko dur ki awaj sunai nahi deti or dikhai bhi nahi deta	CAG
pakistani mullo ki maa bhoshara. tm bhe bolo. abdur rahman.\u263a\u263a\u263a	OAG
Bhaiyo mai aap sb se ek Gujarish krna chahta hu.....   HUM HINDU AUR MUSLMAN BHAIYO KO BHADKANY WALY AUR KOI NI YE POLITICAL NETA HAI AUR YE MEDIA HAI JO UNKI RAKH**L HAI..   YE HUMARY DILO M JEHAR GHOL K MAJY LETY HAI..  Aur hm sb bewkoof bnn jaty h..  I love all my Hindu as well as Muslim bhai..  Mai MATA ka prashand aur meethi eid ki swadisht kheer khata hu..  Mandir m matha tekta hu to masjid k aagy sir jhuka leta hu..  Mere MUSLMAN bhai b hai jo Itny pkky hai ki Jaan b de de aur Hindu bhai b hai jo Jaan le le..  Aur mujhy to yaad b ni rhta ye Hindu Muslim shabd mai to dono ko bhai hi bolta hu jb b bulata hu aur wo daudty huye aaty hai apny bhai k liye bina is ki chinta kiye ki mera dharm kya hai.. To plz Inn bikau media ko hatao..  Inki trp girao DD news dekho..  Ye humary dil m nafrat paida krry h..  Dangy Hindu muslman ni krty Dangy inky bhar k karyakarta krty hai.. Bss aadhy karyakarta ko Hindu naam de dety h aadho ko muslman. Aur ussy bhadk k asali lad jaty h..   Agr meri baat se sehmat ho mere bhaiyo. To comment m SHAME SHAME likho taki inko Jo hummy lada rhy h unko unki aukat pata chaly..  Jai hind jai bharat..  Allah k nek bndy b hum hi h..  Aur bharat MATA k bety b..	CAG
Candu babu lal chohan yaad hy na saley Gand mar k wapis kiya tha  Ab kulbhoshan ko hang kren gay	OAG
Mere desh ke kute neta or suar media yh sale sab hindu Muslim ko ladwane me busy h desh Ka jawan roz goli Kha rha h Abe salo tum pe lanat h khale nendaa krte ho mere hindu Muslim bhaiyo desh ko bcha lo in gadaaro se  Sale Pakistan jake beryani khate h me kasam khake bolta hu ager mere ko moka mela apne desh ke sewa Ka to me apne jaan dene ko hamrsa tayar hu or khale jaan nhi km se km 20 kutoo ser kat skta hu apne watan ke lay  Jai hind	OAG
Lagta hai sarkar ka commission fix ho gaya hai. Action to tab kehte ki hadtal walo ko jail ya pump hi cancel kar dete .	OAG
Modi ji ne kaha Tha ki agar Congress govt k dwara kiye gaye black money ko agar 125 crore ki Janata me agar baat diya jaye to har ek k khate me 15 lakh aa sakte hai  15lacs vo denge ye nhi kaha tha samje bhasan k arth koto samjo	CAG
Isss tym raksha mantri shri jaitley h.. unko dukh hua h.. bss	CAG
Ek sugical strike hona chaiye wo bhi bhut khatarnaak wala	CAG
india final me nahi phucha .pak ko fayda huwa nahi to 2 har hota pak ka ..	CAG
kashmir mki soshal media kaa prayog band kar dena chaiye or raajapaal shashan laga de or army ke hawaale chhod de  pehle algaavaadiyon kaa ilaj kar de pakistan apane aap shant ho jaye ga	CAG
modi ji aapko hamne is liye pm banaya he kya ?	OAG
Behenchod, Meri nayi gaari ka tax 15 saal Tak ka hain.. Uske Baad Kya Flintstone ki gaadi bana du	OAG
Pakistan ke kam se kam 200-300 atankvadiyo ko Indian army ek din main POK main Ghus kar maare	CAG
Modi G ko koi batao an bayaanbazi nhi actino chihiye	OAG
Lahoor tak ghus kee maaro.........modi see ummeed thi ya to manmohan ka baap niqla ...only ninda	OAG
Tweeter pe  tweet kiya tha  check karlo janaab . Modi G zindabaad . Hindustaan zindabaad	CAG
modiji kus kro   nhi to fir 2019  kya hoga	OAG
Hame bhi apna haq lena aata hai.....lekin mulk se gaddari mere nabi ne nahi sikhaya	CAG
bahot se log yahi libaj chahate he pure kapado pe to pabandi lagate he	CAG
Itna kuch ho rha hsi humare sath or modi ji chup hai Pakistan ko uske ghr mai ghus kr maarna chaiye  Fuk d pak	OAG
Bc h neta hmare sale chor PM bhi londe ho gye ab chillo khali sb ye sb chor ho gye h sikho kuch dusre desho se BC o	OAG
Modi ji ab bhi waqat hai, @least Pak Govt se direct bat kar ke jo kta hoa ang lekar gye hain usko wapis lekar shaheed ke priwar ko sopne ke liye.. Pleeez Pm ji seriously kuch kro.....	CAG
Bechari india walo aap apni army ko behejo per pta chal jai ga Pakistan wali aise mirmat kari gae jo yad karo gae	OAG
Tajikistan  or Afghanistan  se dosti kar apni 1 lack army vaha bhej ni chahiye or charo or se Pakistan  par hamla kar dena chahiye..	CAG
Kumar ji aap jo hai wo ache hai. Rajneeti me na pade.	CAG
Modi ji aap fir bologe ye balidan hum sehan Nai karenge	OAG
Ohh tujhe kya problem hai .. tu to na ja rai	CAG
Karne Wale Karke Chale Jaate Hain aur Bharat Sarkar jawab Deti Hai Raj Aate Khada jawab Aaj Tak Nahi Diya Aadat Ki Tarah khushki Marna chahiye dubara Hamara Dharti par Kadam Nashik Pakistani	OAG
kuch nahi bas kade sabdo main ninda kar do apane aap mar jaayenge ....saalaa phenku sarm kar koon kholta hai wo hamaare jawaano kaa sar kaat kar len jate hai ore hamaare phenku PM kaa chappan inch kaa seenaa pataa nahi kam kese hogya mujhe lagata he bhagava  antakvaadeeyo ko border par bhej do karaara jawaab denge wese bhi unako koi kaam nahi hai hosakta border par apana dam dikhaaye	OAG
ABP walo ko aur koi news nahi hain jo ise live dikha rahe hain??? aj desh ki halat kitni najukl hain aur kya chal raha hain...akhir me kitna giroge ABP wale	OAG
kahan gayi wo ek ke badale 10 sir kaatane vaale vaade ab kahana kii ye to jumala tha feku	CAG
Decision Army ko lene ka adhikaar diya jaaye naa ki government ko tb humlog sahi jawab de paayenge pakistaniyon ko	CAG
Es. kaam ma koe. nahi rok. saktaa aap maa daam ha	CAG
Kya karoge dikha k jbb kuchh krna hi nhi h government ko to	CAG
Ab keval ek awaz khat ho napakistan. kayaristan pakistan, aamne-saamne ki hai dum, aaja napakistan.	CAG
Jo bjp or rss k jasus log pakde gye h paak ko khufya jankari dete huye  unko fansi dedo  Fir dekho shanti hi shanti 100%true	OAG
Ab yar ye koi nayi bat nahi he ab to sala daily ka ho gya he hamare jawan saheed ho rahe he . Hamare jawan ka durbhagye ye ke unka hath bandh kar rakha he hamare hi rajnetao ne to ab kya kare saheed hi honge nahi to aise Ko chahiye unko unki hi bhasa me jawab Dena nahi to aise pathar baj or naksalwadi ghatna nahi Hoti .	CAG
are jaa bhai ..kutch nashta kar le na kyuon time khoti karta hai ...langove.	OAG
Aap logo ko aur bataye jo bahkaave me aa jate hai ki vatan se pyaar kare kuch na milega na aap ko na hme ye kashmir chala gaya to	CAG
apni hefazat kro zara c bat hoti he to Pakistan  ke L se latak jate ho	OAG
Kab milega jab se Modi g aaye h tab se yahi bol rhe karara jawab milega lekin kab	CAG
*kitni ajeeb baat he ki ek kaalpanik kerector bahubali kii maut kaa raaj jaanane ke liye puraa desh theatron par umada padaa he .kaash ki itane log milakar sarkaar ke saamne khadey hokar yah poochhate ki bataao aatankwaadi or naksalwadi hamaare phogiyon ko kaise maar  rahe hai, to desh kii tasviir hi badal jaati .* \U0001f642\U0001f642	CAG
Acha huwa gav mata nhi Mari nhi to bhakt eeat...eeet se bja dete	CAG
hamaare desh me prati varsh kareeb 800 metric ton gold(sona) aayaat kiya jaataa he jisaki keemat 30 lakh prati kilo ke hisaab se 2lakh 40hazaar karod kaa bhaar hamaare videshi mudra bhandar par padataa he . vichaar kare agar ham gold aayaat band kar de to is paise kaa upyog desh me infrastracchar develope karne par atarikt kiya ja saktaa he.  is prakaar  nae rojgaar  ke avasar bhi utpann honge jaise kanuunan jevar gahane stri dhan kii shrenee me aate he or un par vivaahita kaa ekadhikaar hota he yahi mul kaaran he jiske kaaran bhartiya mahilayen ko abhusno ke  prati jayda lagaav he or ve unhen kharidti he. meraa suzav he agar ek gold band  tathaa ek ghar par bhi mahilaon kaa ekadhikaar kanuunan kar diya jaay athart ise bhi stri dhan kii shrenee me laa diya jai to  gold aayaat kii rashtriya traasadee se bachaa ja saktaa he . saath hi mahilao ke aarthik sasaktikarn ke disha main ek sarthak pahal hogi vichaar karen aapke suzav aamantrit. he	NAG
pakistan kii border par lagaataar bhartiya sainik hamalaa karte rahe tab tak jab tak pakio ko apni aukaat na yaad aa jaae, phir wo darkar apni dum nikaalega.	OAG
Angreezi ki kyu maa Behan kar raha...nai aate to na bol yrrr	CAG
Ek hi ilaj hai par koi bhi bolta hai karta nahi	CAG
Hamare jawan nahi hamare desh ke neta haramkhor he na kam ke na kaj ke dushman anaj ke... 1947  se 2017  kuchh bhi nahi badla sab vese hi chal raha he. Ham ye karenge vo karenge... Ganta... Ab hamare desh me... ISRAIL... Ke neta oko bhi chunav me khara karna chahiye chahiye rastapati Aur pradhanmanti ke pad  ke liye... Tabhi hindustan akhand aur surakshit rahega.... Verna ye sab to.... Aap bhi jante he	OAG
Maa k loro phely ao tu sahi lag jae ga pta tm logon ko hm ha kya chez tmhari bheno k ander tk na ghus gye tu phr khena khuwab dhkna chor do ab bhtt hu gya ha neend sy uth jao Indians ap sb k bhtt phainti parni wali ha	OAG
Or kitni Kadi ninda kre Faku itna to bol rha hai	CAG
kuch nahi bas army ko apana kaam karne do us mai koi raajnneeti  nahi ho wo ek deen mai hi bataa degen kii pakistan kii aukaat kya he jai hind jai bharat jai army	CAG
Kadi ninda karne ke saath hi modi sakar me apna kartavya pura kiya....Hindustan Zindabaad.	CAG
maa kisiki bi kyu na ho, hoti towo maa hi h fir wo chahe teri ho ya meri or ek maa ke liye tu itne ghatiya words bol raha h	CAG
India se milne vali services/ help ko kuch time ke liye unhe na diya jaye pr es me un common men ka kya hoga un ki to es me koi glti nhi h bs kuch strict decision lene chahiye	CAG
Randi media ko paisa mil gya aravind ko chamkane ke liye	OAG
Arre in paaglo ko laat maaro.....sab bokhla gaye hai...Modi ji ke Demonitization se	OAG
Sonu Hand Work Embroidery, sahi hai congress dharm ki rajneeti nahi karta, tumhe to yahi lagega. Kyuki wo to tumlogo ko sir par chadha rakhi thi. Tustikaran k naam se. Agar dharm ki rajneeti nahi karti to dharm aur jati dekhkar party ka ticket kyu deti hai. Yahi sabse badi sampradayik party hai. Aur tujh jaise madarsa chap mulle ko ye baat samajh me nahi ayegi	OAG
Achha gaddhule jaake dekh Teri posto ki maa behen ho gai hai	OAG
karara jawab karara jawab par kab.....  aaaj indraje ke kame maisush hote hai	CAG
"Opposition me tha toh 56""ka seena tha  PM bangaye toh Seena mein kya hogaya 4 mahina mein hamara 71jawan shaheed hogaye hain is ka jawab koun dega Sarhad per hamara jawan saheed horahe hai aap ko Gau mata ki pari hai In gau raksha walon ko bhejo kara jawab denge pakistan Aur Naxal ko"	CAG
sab say bari problem asia may kashmir ki hay janab	CAG
apni sena ko sarkaar kii taraf se hamalaa karne kaa aadesh milanaa chahie kyon kii baat chit kii bhaasa inako samaj main nahin aegi	CAG
Are kya Kar rahe Ho... Chota sa Pakistan ko javab Nahi de Rahi sarkar...???  Indira Gandhi NE... Pakistan ko... Dhul chatadi Thi.... Or Bangladesh bana Diya... Jo asa Nahi kiya hota to kya Hal hota.... Socho... ??? Ab to pak Chota hai....  Vese leader ki jaroorat hai....	CAG
modi ji ko 56 inch ka sina jarur dikhana hoga pakistan ko abhi....uski aukat kya hai bharat ke samne...indian government ko ab jarur se jarur necesaary action le...ab kewal ghor ninda se nahi chalega	OAG
Aur jo din ba din desh ka jawan sahid ho raha hai uska kya	CAG
Mera idea bura nhi h ajam Khan bola tha sher mar rahe h kyoki yogi ji ne buchadkhane bnd kra diye........ AB up m zoo k shero ko pak sainiko ki lash milenge khane k liye	CAG
Sarhad per ab dehsat gardo ka kabza hai.   Desh pe jhute hamdardo ka kabza hai   1 badle 50 sar ki umeed na rakh.   Bharat tujhpe NAMARDO ka kabza hai.   #noreligionoffence pls	CAG
"2013 mai jo 56"" tha bo ab 5.6"" ho gaya hai"	CAG
Kishan Bhardwaj mtlb khun ka badla khun :/ waah Bhai , acha hua Maine ye Hinduism nai padha  , sikha :(	CAG
are bhia pehel ten talak gaun mata in sab mamla nipat jaenga tab.....	CAG
ab wo 56 inch kaa seenaa kaha ha . wo samriti irani kaha ha . jo congress ke samay  baat kar ty the .	CAG
Har bar hotha hi ki jawab milega kab milega mode jee	CAG
a kab pagal hoga eska bharosa nhi, Delhi ka namuna hey	OAG
Gaand  me dam hai to  maaro na  bas  kashmiriyo  pe  zulm karoge	OAG
Tum sab bas ladies ki tarah gaali de sakte , chilla sakte ho aur kuch nahi. Mard ho to samne se attack karo . Kahi nawaz ko . Bloody fattu log.	OAG
SABHI KHANKI RANDA KUTIYA MULLAH K BACCHE K PICHUARE PE GARAM LOHA GHUSA KAR TARFA KAR SUAR K TARHA MARA JAYEGA AUR UNKE FAMILY K EK EK PARTS KO KATKE SOUP BANKE K ISLAMABAD PE COURIER KAR DIYA JAYEGA ;	OAG
jo sainikon ko acha lage khuli chhut karo or maro nahin  maaro or sirf maaro sirf pakistan ke liye nahin  kashmir ke liye bhi	OAG
modi ji agar vipaksh main hote to pakistan kaa baaja baja dete	CAG
"Hame ek ""Ninda"" Ka bum girana chahiye Jo hr baat girate hai.. Ki hum is aatck ki ghor Ninda karte hai.."	OAG
bahut ho gaya hai  padhanmantri ji kayon chup baithe ho	CAG
Hume to bajrang Dal Anti romio or Matta ke bhakto ko border pe Pakistan ke saat ladne ko chod de.. or 56 inches ke chati se goli ya chod de or Abp news ko border  pe Jake ghor ninda karni chye..	CAG
Ye modi kuch nhi kar sakta khalli ye bolna jante hai ki karara jawab millega or firr bhool jate hai	OAG
Fir kya bolthe ho. Pehle...Pehle waala Surgical Strike ka Video toh dikhawo	CAG
Wasay India Kay saaray political party walay choir haa.oor ab Kashmir may khoon  bsahaatay ha	OAG
Bs bolna aata h ki ye karege vo karege kuch dino me sb sant ho jayege	CAG
Pakistan phunkne sebhi ud jayega lek8n ye leaders sale bc hey	OAG
kya fayda...shaam hote hote media house me gov. ke prawakta opposition ke prawakta or porkistan guest ayenge ek dusre ko galia denge...fir porkis guest ko bhaga denge or bache hue Congress or b.j.p ek dusre ko blame krenge...1 ghante yahi hoga...or fir kuch deer badd dono ke taraf SE ek ek tweet ayega ki hum kadi ninda krte hai...or kal fir sab bhool jyenge ...yahi to hota aya hai...sare ninda krne wale hai action krne walo ke to hath bandh kr rakha gya hai....	CAG
hamara sarkar siraf ninda karna  janta  hajaro baar pakistan hamla karta hai aur sarkar ka koi natija nahi jis pariwar me sahid hota hai uska dard in leader ko thora bhi andaja nahi hai agar hota to hamara sarkar chup nahi rehta      in sainik ke jagah agar neta sahid hota hota to kiya sarkar aaisi hi chup rehata	OAG
Ab bs bhut hua modi Ji ab to koi skht kadam uthaiye inn kutto ke khilaaf vrna ye puri duniya Mann legi ki sarkar nikammi h koi kaam nhi kr skti ,croro log aap ke upar bharosa krte h unke bharose ko kyu tod rhe  ho modi Ji ab aapko action mein aana hi pdega , jai hind	OAG
modi ne agar is baar bhi napunsakata dikhaayi to ishwar kii shapath hai aage se kabhi modi kii tarafdaari nahin karuunga . ek sargical straike kar aise tan gayi jaise kisi kaa karj utaar diya,jabaki yahan to har din ek straike kii jarurat hai l yuddh se koun darataa hai, hamaare sainik to vaise bhi roj roj shahid ho rahen he to kyun naa yudhsthal main apana parakram dikhaakar dushmano ke daant khattey karen or shahid ho bhi to unki aukaat dikhaa kar veergati ko praapt karen .	OAG
Kab tak khamos rhoge modi gi kas koi aisa neta aye jo kisi ki sahadat ko barbaad na jane de	OAG
pakistan kaa ilaaj karnaa he to pehle indian army apane desh ke sabhi netaaon ke munh main bomb thus de or phir army jo pakistan ke saath jo kar sakati he wo kare jai hind...	OAG
ha jojo ninda karo sal.2017se2022 tak ok abki bjp nahi aye gi ok kyu tum to ninda karte ho na jabab nahi de sakte ho no	CAG
Pakistan hamle par hamle karta rahega our hamare homeminister bolege mai is hamle ki kade sabdho me ninda karta ho our javano ki shahadat bekar nahi jayegi jab tak do char neta nahi marege is desh ke tab tak inhe kisi ki jaan ke kimat nahi pata chalegi	CAG
Sharm Karo Modi g roj jawan mar rahe hai Aur aap foreign ghum lo	OAG
aur hamesha ki trah hamarein defence minister kah kar chale gaye ... media channels par debate hoti rahi ...aur kuch din baad sab bhool gye .. pakis ka ilaaj sirf baaton mein hain action mein nhi	CAG
sarkaar ke paas do hi cheez he kadi nidaan or karaara jawaab	CAG
Sab milke moot denge toh beh jayega Kadi Ninda karne ke sivay kuchh nai karte .	OAG
kuch karne kii jarurat nahi.bas army or sainiko ko unke man kaa karne de, raajnneeti se dur rakho . jal thal vaayu sena jab tutenge unke upar tab samaj main aayega unko. waha jo hindu he unako waapas lao. or yah se export kar do unke logo ko. jo pakistan ko apana desh samajhate he.	CAG
dub maro rajnath singh tumne to ham bhakton kaa viswas bhi tod diya. puri bjp hi cairo kii sena ban gai he	OAG
Sahi kaha jaitely advani yeh sabh bagode hai. Ek Pm banane ko ek mantri ke liye aye	OAG
Yah to hum 3 saal sa sun rahay han ki Pakistan ko jawab dengay, par wo din kab ayaga jab hum jawab dengay	CAG
Kuch khas nhi SB  neta  log ko phle goli  Mr diya jae uske bd thk ho jaega	OAG
Chalo hum andh bhakt hai chalega lekin tum to atankwadi bhakt ho	OAG
sainikon ke saath barbarta  ham rajnath kii taraf se #kadi_ninda karte hai  56 inch kii taraf se do ke badale 10 sar laane kaa vaada karte hai  tab tak ke liye aap teen talaaq , ram mandir , gau hatya aadi muddon par dhyaan dete rahiye  aashwaasan  #ou_kaa	CAG
Aap log bhi kya muhh dekh rahey hoo... aap bhi daal dooo in k halak may rocket....	CAG
KYA FAYADA ISE SAKAR KA JO BSS BADE BADE WADE KRTE HAI.......HAMRE VEER JAWAN SHAHEED HO RHE OR YE SALE HATH PR HATH RAKHKAR BAITHE HAI	OAG
pakistan par hamla kar dena chahiye,desh ke liye bujdali or kamjori acchi nahi	CAG
Gand me lauda de Kar muh se khich lenge suwar ki nasal	OAG
ab toh kosis karo bhid jao pakistan aur marwalo apni gaand	OAG
Kutte ki maut maro kamine pakistan wale ARMY saink ko .......modi sarkar m dum nahi ab tak reply dena chaiye tha	OAG
Uda do salo Ko bhai or koyi ilag nhi hai bhai mai bhi AK Desh ka fouji hu or meri yahi rah hai sabhi Hindustaniyo se ki sab mil kar phle Pakistan ka ilag karo baki ham Apne Desh mai bhale hi bkoonke rah lennde but ye Pakistan ki ye harkat Ko bardasst nhi karennge	OAG
Bjp wale hain hi napunsak in se kuchh nahin hoga. Ye rss wale jo itna hathiyar rakha hai sirf india me dange failane k lie.	OAG
Pak ko samjane ki jarorat  nahi pel do Pak ko	OAG
saari galti hamamri gov. ki hai chaahe vo congress ho ya bjp dono hi bakwaas karti hai.....kaam to ye tak karenge jab inhe apne vote aur 3 talaak jaise faaltu kaamo se milega....	CAG
jitna jaldi ho bjp join karo aap jesy logo ki desh ki jarurat aap badhiya insan ho magar aap glat logo ki parti me....	CAG
Kuch korne ka jarurat nehi...hamara PM ko chori pehna do	CAG
Achhe din ab a chuke hae sabhi safe hae yogi ji sarkar maen	CAG
muslim hone ke vajah se kattarwadi channelon ne turki raashtrapati ko kawarej nahi diya.	OAG
Kadi ninda hi kar rahe jab se govt bani hai.. nikammi govt..  Army ko Kashmir ka pura administration de dena chaiye.. state govt ko hata kar.. media presence and social networks ko v limited aur army control me kar de.. ye patharbaj , separatists aur terrorists sab line pr aa jayenge..	OAG
Sardar ji ko talwar ka upyog kr dena chahiye ese gaddaro ke liye.	CAG
Hmari Armi kab jagigi awr kab tak hmari jawan mari jayigi mi midi ji si puchta hu kya Aapni unki masum bacho ki awaj apki Kano mi nahi jati jo chikh chikh ki khati hi ki papa Aap kha Ho. Akhir apko awr kya chahiyi awr kitani jwano ki shatad chahiy apko	CAG
Maro salo koo modi jii ab bardas ki had hogai	OAG
India ka media sahi mamo Bana rha hai lol film nai ye	OAG
sapne tayyar hain bahut saare.....aur kamal ki baat yeh hai ki har sapna 2020 ya 2025 me pura hoga.......kahne ka matlab yeh hai ki 2-3 baar aap inko jitao, 2-3 baar pm banenge tab sochenge desh ke baare me	CAG
jaa ka daraas sector mn apni army ka kabristan bhi dakhna	CAG
ram ram ji .. hanuman ji sadaa sahay karen  shri hanumate nam: SHUBH PRABHAT OM SHRIRAM OM	NAG
